key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-395285490,Increasing the proportion and quality of land under agri-environment schemes promotes birds and butterflies at the landscape scale,2019,3,,BIOLOGICAL CONSERVATION,"[""0006-3207"", ""1873-2917     J9  - BIOL CONSERV     JI  - Biol. Conserv.""]",231,,39-48,"Zingg, S and Ritschard, E and Arlettaz, R and Humbert, JY",,English,,"[""Univ Bern, Inst Ecol & Evolut, Div Conservat Biol, CH-3012 Bern, Switzerland"", ""Bern Univ Appl Sci, Sch Agr Forest & Food Sci, CH-3052 Zollikofen, Switzerland"", ""Swiss Ornithol Inst, Valais Field Stn, CH-1950 Sion, Switzerland""]",,Times Cited in Web of Science Core Collection:  23     Total Times Cited:  24     Cited Reference Count:  58,10.1016/j.biocon.2018.12.022     WE  - Science Citation Index Expanded (SCI-EXPANDED),Agriculture;Agricultural policy;Biodiversity conservation;Farmland;Habitat quality;Landscape composition;Restoration;SPECIES RICHNESS;FARMLAND BIRDS;HABITAT AREA;BIODIVERSITY;FIELD;HETEROGENEITY;CONNECTIVITY;CONSERVATION;ABUNDANCE;IMPACT,,
rayyan-395285491,Butterflies in Swedish grasslands benefit from forest and respond to landscape composition at different spatial scales,2018,12,,LANDSCAPE ECOLOGY,"[""0921-2973"", ""1572-9761     J9  - LANDSCAPE ECOL     JI  - Landsc. Ecol.""]",33,12,2189-2204,"Bergman, KO and Daniel-Ferreira, J and Milberg, P and Ockinger, E and Westerberg, L",,English,,"[""Linkoping Univ, Conservat Ecol Grp, IFM Biol, S-58183 Linkoping, Sweden"", ""Swedish Univ Agr Sci, Dept Ecol, Box 7044, S-75007 Uppsala, Sweden""]",,Times Cited in Web of Science Core Collection:  25     Total Times Cited:  26     Cited Reference Count:  94,10.1007/s10980-018-0732-y     WE  - Science Citation Index Expanded (SCI-EXPANDED),Conservation;Forest;Grassland;Landscape composition;Lepidoptera;Spatial scale;HABITAT FRAGMENTATION;SPECIES TRAITS;MATRIX COMPOSITION;NICHE BREADTH;LIFE-HISTORY;SIZE AFFECTS;CLEAR-CUTS;BODY-SIZE;BIODIVERSITY;DIVERSITY;Trees;Butterflies,,
rayyan-395285500,Gaps in butterfly inventory data: A global analysis,2019,8,,BIOLOGICAL CONSERVATION,"[""0006-3207"", ""1873-2917     J9  - BIOL CONSERV     JI  - Biol. Conserv.""]",236,,289-295,"Girardello, M and Chapman, A and Dennis, R and Kaila, L and Borges, PAV and Santangeli, A",,English,,"[""cE3c Ctr Ecol Evolut & Environm Changes, Azorean Biodivers Grp, P-9700042 Terceira, Acores, Portugal"", ""Univ Acores, Fac Agr & Environm, Rua Capitao Joao dAvila, P-9700042 Terceira, Acores, Portugal"", ""Univ Athens, Dept Biol, Athens, Greece"", ""Oxford Brookes Univ, Dept Biol & Med Sci, Ctr Ecol Environm & Conservat, Oxford OX3 0BP, England"", ""Finnish Museum Nat Hist, Zool Unit, POB 17, FI-00014 Helsinki, Finland"", ""Univ Helsinki, Finnish Museum Nat Hist, Helsinki Lab Ornithol, Helsinki, Finland""]",,Times Cited in Web of Science Core Collection:  18     Total Times Cited:  18     Cited Reference Count:  49,10.1016/j.biocon.2019.05.053     WE  - Science Citation Index Expanded (SCI-EXPANDED),Aichi targets;Biodiversity inventories;GBIF;Knowledge-gaps;Lepidoptera;Wallacean shortfall;SPECIES RICHNESS;BIODIVERSITY;BIAS;CONSERVATION;COMPLETENESS;SHORTFALLS;KNOWLEDGE;PATTERNS;SCIENCE;MAPS,,
rayyan-395285504,Adult nutritional stress decreases oviposition choosiness and fecundity in female butterflies,2019,5,,BEHAVIORAL ECOLOGY,"[""1045-2249"", ""1465-7279     J9  - BEHAV ECOL     JI  - Behav. Ecol.""]",30,3,852-863,"Jaumann, S and Snell-Rood, EC",,English,,"[""Univ Minnesota, Dept Ecol Evolut & Behav, St Paul, MN 55108 USA"", ""George Washington Univ, Dept Biol Sci, 800 22nd St NW,Suite 6000, Washington, DC 20052 USA""]",,Times Cited in Web of Science Core Collection:  10     Total Times Cited:  11     Cited Reference Count:  129,10.1093/beheco/arz022     WE  - Science Citation Index Expanded (SCI-EXPANDED),choosiness;diet;insect;life history;oviposition;reproductive investment;PIERIS-RAPAE LEPIDOPTERA;NEST-SITE SELECTION;LIFE-HISTORY TRAITS;AMINO-ACIDS;TRADE-OFFS;FLIGHT MORPHOLOGY;MATE CHOICE;RESOURCE-ALLOCATION;LARVAL PERFORMANCE;FOOD LIMITATION;Adult;Fertility,,
rayyan-395285505,Negative effects of nitrogen deposition on Swiss butterflies,2021,12,,CONSERVATION BIOLOGY,"[""0888-8892"", ""1523-1739     J9  - CONSERV BIOL     JI  - Conserv. Biol.""]",35,6,1766-1776,"Roth, T and Kohli, L and Rihm, B and Meier, R and Amrhein, V",,English,,"[""Univ Basel, Dept Environm Sci, Zool, Vesalgasse 1, CH-4051 Basel, Switzerland"", ""Hintermann Weber AG, Reinach, Switzerland"", ""Meteotest, Bern, Switzerland"", ""Fed Off Environm FOEN, Air Pollut Control & Chem Div, Bern, Switzerland""]",,Times Cited in Web of Science Core Collection:  3     Total Times Cited:  3     Cited Reference Count:  36,10.1111/cobi.13744,deposition model;elevational gradient;Lepidoptera;microclimate;microclimatic cooling;plant insect interactions;trophic interactions;vegetation;enfriamiento microclimatico;gradiente de elevacion;interacciones planta-insecto;interacciones troficas;microclima;modelo de deposito;vegetacion;PLANT BIODIVERSITY;SPECIES RICHNESS;COMMUNITIES;TERRESTRIAL;DIVERSITY;IMPACTS;MODELS;Nitrogen,,
rayyan-395285508,Abandonment of ski pistes impoverishes butterfly communities,2022,7,,BIODIVERSITY AND CONSERVATION,"[""0960-3115"", ""1572-9710     J9  - BIODIVERS CONSERV     JI  - Biodivers. Conserv.""]",31,8,2083-2096,"Oki, K and Soga, M and Amano, T and Koike, S",,English,,"[""Tokyo Univ Agr & Technol, Fac Agr, 183-85093-5-8 Saiwai, Tokyo 1838509, Japan"", ""Univ Tokyo, Grad Sch Agr & Life Sci, Dept Ecosyst Studies, Bunkyo Ku, 1-1-1 Yayoi, Tokyo 1138657, Japan"", ""Univ Queensland, Sch Biol Sci, Brisbane, Qld 4072, Australia"", ""Univ Queensland, Ctr Biodivers & Conservat Sci, Brisbane, Qld 4072, Australia"", ""Tokyo Univ Agr & Technol, Inst Global Innovat Res, Fuchu, Tokyo 1838509, Japan"", ""Tokyo Univ Agr & Technol, Inst Agr, Fuchu, Tokyo 1838509, Japan""]",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  57,10.1007/s10531-022-02422-9,Abandoned ski piste;Butterfly habitat;Grassland species;Ruderal species;Forest species;Vegetation management;LAND ABANDONMENT;SEMINATURAL GRASSLANDS;CONSERVATION;MANAGEMENT;DIVERSITY;EXTINCTION;INDICATORS;VEGETATION;LANDSCAPE;RESPONSES,,
rayyan-395285518,Long-term monitoring of Menorcan butterfly populations reveals widespread insular biogeographical patterns and negative trends,2019,6,,BIODIVERSITY AND CONSERVATION,"[""0960-3115"", ""1572-9710     J9  - BIODIVERS CONSERV     JI  - Biodivers. Conserv.""]",28,7,1837-1851,"Colom, P and Carreras, D and Stefanescu, C",,English,,"[""UIB, CSIC, Inst Mediterrani Estudis Avancats, Miquel Marques 21, Esporles 07190, Illes Balears, Spain"", ""Inst Menorqui Estudis, Observ Socioambiental Menorca, Cami Castell 28, Mao 07702, Illes Balears, Spain"", ""Museu Ciencies Nat Granollers, Francesc Macia 51, Barcelona 08402, Spain"", ""Univ Autonoma Barcelona, CSIC, CREAF, E-08193 Barcelona, Spain""]",,Times Cited in Web of Science Core Collection:  2     Total Times Cited:  2     Cited Reference Count:  53,10.1007/s10531-019-01764-1     WE  - Science Citation Index Expanded (SCI-EXPANDED),Island biogeography;Balearic Islands;Butterfly assemblages;Habitat specialization;Density compensation;Population trends;SPECIES-DIVERSITY;CONSERVATION;MIGRATION;HABITAT;CLIMATE;EXTRAPOLATION;LEPIDOPTERA;RAREFACTION;PRIORITIES;FRAMEWORK,,
rayyan-395285519,Thermal flexibility and a generalist life history promote urban affinity in butterflies,2021,8,,GLOBAL CHANGE BIOLOGY,"[""1354-1013"", ""1365-2486     J9  - GLOBAL CHANGE BIOL     JI  - Glob. Change Biol.""]",27,15,3532-3546,"Callaghan, CT and Bowler, DE and Pereira, HM",,English,,"[""German Ctr Integrat Biodivers Res iDiv, Puschstr 4, D-04103 Leipzig, Germany"", ""Martin Luther Univ Halle Wittenberg, Inst Biol, Halle, Saale, Germany"", ""Friedrich Schiller Univ Jena, Inst Biodivers, Jena, Germany"", ""UFZ Helmholtz Ctr Environm Res, Dept Ecosyst Serv, Leipzig, Germany"", ""Univ Porto, CIBIO Res Ctr Biodivers & Genet Resources, InBIO Res Network Biodivers & Evolutionary Biol, Vairao, Portugal""]",,Times Cited in Web of Science Core Collection:  4     Total Times Cited:  4     Cited Reference Count:  103,10.1111/gcb.15670,butterflies;climate change;GBIF;generalism;lepidoptera;trait-based ecology;urban tolerance;EUROPEAN BUTTERFLIES;CITIZEN SCIENCE;DIURNAL MOTHS;HEAT-ISLAND;URBANIZATION;BIODIVERSITY;TRAITS;BIRDS;DIVERSITY;RESPONSES,,
rayyan-395285527,High male density favors maintenance over reproduction in a butterfly,2018,9,,BEHAVIORAL ECOLOGY,"[""1045-2249"", ""1465-7279     J9  - BEHAV ECOL     JI  - Behav. Ecol.""]",29,5,1031-1037,"Geiger, R and Beaulieu, M and Franke, K and Fischer, K",,English,,"[""Greifswald Univ, Zool Inst & Museum, Loitzer Str 26, D-17489 Greifswald, Germany"", ""Univ Koblenz Landau, Inst Integrated Nat Sci, Univ Str 1, D-56070 Koblenz, Germany""]",,Times Cited in Web of Science Core Collection:  1     Total Times Cited:  1     Cited Reference Count:  60,10.1093/beheco/ary073     WE  - Science Citation Index Expanded (SCI-EXPANDED),courtship behavior;density-dependence;intraspecific competition;resource-allocation trade-off;social plasticity;strategic investment;MALE MATING SUCCESS;MALE BICYCLUS-ANYNANA;MALE-MALE COMPETITION;SPERM COMPETITION;PHENOTYPIC PLASTICITY;LIFE-HISTORY;BEHAVIOR;SIZE;CONSEQUENCES;PREFERENCES,,
rayyan-395285534,Impact of floral nectar limitation on life-history traits in a grassland butterfly relative to nectar supply in different agricultural landscapes,2018,1,1,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,"[""0167-8809"", ""1873-2305     J9  - AGR ECOSYST ENVIRON     JI  - Agric. Ecosyst. Environ.""]",251,,99-106,"Lebeau, J and Wesselingh, RA and Van Dyck, H",,English,,"Catholic Univ Louvain, Earth & Life Inst, Biodivers Res Ctr, Louvain La Neuve, Belgium",,Times Cited in Web of Science Core Collection:  5     Total Times Cited:  6     Cited Reference Count:  44,10.1016/j.agee.2017.09.014     WE  - Science Citation Index Expanded (SCI-EXPANDED),Capital and income breeding;Grassland management;Life-history traits;Maniola jurtina;RESOURCE-ALLOCATION;MANIOLA-JURTINA;FOOD LIMITATION;ADULT DIET;POPULATION-STRUCTURE;AMINO-ACIDS;EGG SIZE;LEPIDOPTERA;FITNESS;FECUNDITY,,
rayyan-395285543,Land use and climate change affects butterfly diversity across northern Austria,2021,6,,LANDSCAPE ECOLOGY,"[""0921-2973"", ""1572-9761     J9  - LANDSCAPE ECOL     JI  - Landsc. Ecol.""]",36,6,1741-1754,"Habel, JC and Teucher, M and Gros, P and Schmitt, T and Ulrich, W",,English,,"[""Univ Salzburg, Dept Biosci, Evolutionary Zool, A-5020 Salzburg, Austria"", ""Martin Luther Univ Halle Wittenberg, Dept Geoecol, Inst Geosci & Geog, D-06099 Halle, Saale, Germany"", ""Haus Nat Museum, Biodivers Ctr, Museumspl 5, A-5020 Salzburg, Austria"", ""Senckenberg German Entomol Inst, Eberswalder Str 90, D-15374 Muncheberg, Germany"", ""Martin Luther Univ Halle Wittenberg, Inst Biol, Fac Nat Sci, Dept Zool, D-06099 Halle, Saale, Germany"", ""Nicolaus Copernicus Univ Torun, Dept Ecol & Biogeog, PL-87100 Torun, Poland""]",,Times Cited in Web of Science Core Collection:  4     Total Times Cited:  4     Cited Reference Count:  78,10.1007/s10980-021-01242-6,Land cover;Landscape configuration;Elevation;Slope;Climate;Time series;Butterflies;Zygaenid moths;Community composition;Species diversity;Traits;Endangerment;SPECIES RICHNESS;CALCAREOUS GRASSLANDS;SPATIAL HETEROGENEITY;MARSH FRITILLARY;SCALE;BIODIVERSITY;CORRIDORS;DECLINES;INSECT;COMMON;Austria,,
rayyan-395285550,Captive-reared migratory monarch butterflies show natural orientation when released in the wild,2021,5,11,CONSERVATION PHYSIOLOGY,2051-1434     J9  - CONSERV PHYSIOL     JI  - Conserv. Physiol.,9,,,"Wilcox, AAE and Newman, AEM and Raine, NE and Mitchell, GW and Norris, DR",,English,,"[""Univ Guelph, Dept Integrat Biol, Guelph, ON N1G 2W1, Canada"", ""Univ Guelph, Sch Environm Sci, Guelph, ON N1G 2W1, Canada"", ""Environm & Climate Change Canada, Wildlife Res Div, Natl Wildlife Res Ctr, 1125 Colonel By Dr, Ottawa, ON K1S 5B6, Canada"", ""Carleton Univ, Dept Biol, 1125 Colonel By Dr, Ottawa, ON K1S 5B6, Canada"", ""Nat Conservancy Canada, 245 Eglington Ave East, Toronto, ON M4P 3J1, Canada""]",,Times Cited in Web of Science Core Collection:  2     Total Times Cited:  2     Cited Reference Count:  62,10.1093/conphys/coab032,Danaus plexippus;insect migration;pollinator conservation;radio tracking;POPULATION;GLASS;TIME,,
rayyan-395285551,"Temporal distribution of fruit-feeding butterflies (Lepidoptera, Nymphalidae) in the eastern extreme of the Amazon region",2020,1,,ACTA AMAZONICA,"[""0044-5967"", ""1809-4392     J9  - ACTA AMAZON     JI  - ACTA AMAZON.""]",50,1,12-23,"Araujo, ED and Martins, LP and Duarte, M and Azevedo, GG",,English,,"[""Univ Fed Maranhao UFMA, Dept Biol DEBIO, Lab Ecol & Sistemat Insetos Polinizadores & Preda, Ave Portugueses 1966, BR-65080805 Sao Luis, MA, Brazil"", ""Univ Sao Paulo, IB, Dept Zool, Programa Posgrad Ciencias Biol Zool, Rua Matao,Travessa 14,321, BR-05508900 Sao Paulo, SP, Brazil"", ""Univ Sao Paulo, Museu Zool MZUSP, Ave Nazare 481, BR-04263000 Sao Paulo, SP, Brazil""]",,Times Cited in Web of Science Core Collection:  3     Total Times Cited:  4     Cited Reference Count:  72,10.1590/1809-4392201901261     WE  - Science Citation Index Expanded (SCI-EXPANDED),Brazilian Amazon;frugivorous butterflies;Maranhao;seasonality;temporal diversity;tropical forest;SPECIES-DIVERSITY;INSECT ABUNDANCE;COMMUNITY STRUCTURE;ATLANTIC FOREST;SEASONALITY;PHENOLOGY;DIMENSIONS;PATTERNS;CERRADO;PLANT;Fruit,,
rayyan-395285553,Intensive management reduces butterfly diversity over time in urban green spaces,2019,4,,URBAN ECOSYSTEMS,"[""1083-8155"", ""1573-1642     J9  - URBAN ECOSYST     JI  - Urban Ecosyst.""]",22,2,335-344,"Aguilera, G and Ekroos, J and Persson, AS and Pettersson, LB and Ockinger, E",,English,,"[""Swedish Univ Agr Sci, Dept Ecol, Box 7044, SE-75007 Uppsala, Sweden"", ""Lund Univ, Ctr Environm & Climate Res, Lund, Sweden"", ""Lund Univ, Dept Biol, Biodivers Unit, Lund, Sweden""]",,Times Cited in Web of Science Core Collection:  22     Total Times Cited:  25     Cited Reference Count:  61,10.1007/s11252-018-0818-y     WE  - Science Citation Index Expanded (SCI-EXPANDED),Lepidoptera;Species richness;Temporal decline;Urban green space;Park management;SPECIES RICHNESS;SEMINATURAL GRASSLANDS;BIODIVERSITY;ABUNDANCE;HABITAT;CITY;TRENDS;PLANTS;CONFIGURATION;URBANIZATION,,
rayyan-395285555,Classes of protection in urban forest fragments are effectiveless in structuring butterfly assemblages: landscape and forest structure are far better predictors,2021,10,,URBAN ECOSYSTEMS,"[""1083-8155"", ""1573-1642     J9  - URBAN ECOSYST     JI  - Urban Ecosyst.""]",24,5,873-884,"Orlandin, E and Carneiro, E",,English,,"Univ Fed Parana, Dept Zool, Lab Estudos Lepidoptera Neotrop, Curitiba, PR, Brazil",,Times Cited in Web of Science Core Collection:  1     Total Times Cited:  1     Cited Reference Count:  81,10.1007/s11252-020-01086-z,Connectivity;Lepidoptera;Urban ecology;Urban Forest;Urban landscape;SPECIES RICHNESS;PATCH ISOLATION;R PACKAGE;URBANIZATION;DIVERSITY;BIODIVERSITY;PARKS;CURITIBA;CITIES;CITY,,
rayyan-395285556,Characterizing urban butterfly populations: the case for purposive point-count surveys,2019,12,,URBAN ECOSYSTEMS,"[""1083-8155"", ""1573-1642     J9  - URBAN ECOSYST     JI  - Urban Ecosyst.""]",22,6,1083-1096,"Lang, BJ and Dixon, PM and Klaver, RW and Thompson, JR and Widrlechner, MP",,English,,"[""Iowa State Univ, Dept Nat Resource Ecol & Management, Ames, IA 50011 USA"", ""Iowa State Univ, Dept Stat, Ames, IA 50011 USA"", ""US Geol Survey, Iowa Cooperat Fish & Wildlife Res Unit, Ames, IA 50011 USA"", ""Iowa State Univ, Dept Hort, Ames, IA 50011 USA"", ""Iowa State Univ, Dept Ecol Evolut & Organismal Biol, Ames, IA 50011 USA""]",,Times Cited in Web of Science Core Collection:  3     Total Times Cited:  3     Cited Reference Count:  72,10.1007/s11252-019-00880-8     WE  - Science Citation Index Expanded (SCI-EXPANDED)     WE  - Social Science Citation Index (SSCI),Urban butterfly habitat;Public gardens;Restored urban prairies;Butterfly survey methods;Pollard transects;Occupancy modeling for butterflies;SPECIES RICHNESS;LAND-USE;PRAIRIE BUTTERFLIES;ECOLOGICAL TRAPS;FLORAL RESOURCES;HABITAT;URBANIZATION;CONSERVATION;DIVERSITY;DETECTABILITY,,
