key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-395285513,The relevance of transition habitats for butterfly conservation,2022,5,,BIODIVERSITY AND CONSERVATION,"[""0960-3115"", ""1572-9710     J9  - BIODIVERS CONSERV     JI  - Biodivers. Conserv.""]",31,5,1577-1590,"Habel, JC and Angerer, V and Gros, P and Teucher, M and Eberle, J",,English,,"[""Univ Salzburg, Dept Environm & Biodivers, Evolutionary Zool, A-5020 Salzburg, Austria"", ""Haus Nat, Museumspl 5, A-5020 Salzburg, Austria"", ""Martin Luther Univ Halle Wittenberg, Fac Nat Sci 3, Inst Geosci & Geog, Dept Geoecol, D-06099 Halle, Saale, Germany""]",,Times Cited in Web of Science Core Collection:  1     Total Times Cited:  1     Cited Reference Count:  62,10.1007/s10531-022-02411-y,Transition zone;Forest;Grassland;Parnassius mnemosyne;Microhabitat structures;Microclimate;Unmanned aerial vehicle;Species Distribution Model;PARNASSIUS-MNEMOSYNE L.;BIODIVERSITY HOTSPOTS;ECOTONE;PAPILIONIDAE;MANAGEMENT;EVOLUTION;PLANT;NEED,,
rayyan-395285152,Impacts of Fire on Butterfly Genetic Diversity and Connectivity,2021,6,,JOURNAL OF HEREDITY,"[""0022-1503"", ""1465-7333     J9  - J HERED     JI  - J. Hered.""]",112,4,367-376,"Gates, D and Jackson, B and Schoville, SD",,English,,"[""Univ Wisconsin, Dept Entomol, 1630 Linden Dr,637 Russell Labs, Madison, WI 53706 USA"", ""Yosemite Natl Pk, Div Resources Management & Sci, El Portal, CA 95318 USA""]",,Times Cited in Web of Science Core Collection:  1     Total Times Cited:  1     Cited Reference Count:  68,10.1093/jhered/esab027,wildfire;fire management;genetic variation;gene flow;landscape genomics;Yosemite;R PACKAGE;INSECT RESPONSES;DISTURBANCE;LANDSCAPE;WILDFIRE;CONSEQUENCES;RESTORATION;POPULATIONS;MEDIATE;REGIMES;Genetic Variation,,
rayyan-395285202,Temporal Pattern of Butterfly Distribution in India: A Case Study,2018,,,INTERNATIONAL JOURNAL OF ECOLOGY & DEVELOPMENT,"[""0972-9984"", ""0973-7308     J9  - INT J ECOL DEV     JI  - Int. J. Ecol. Dev.""]",33,4,112-128     WE  - Emerging Sources Citation Index (ESCI),"Barwa, M and Ranga, MM and Banerjee, A",,English,,"Sarguja Vishwavidyalaya, Univ Teaching Dept, Dept Environm Sci, Ambikapur 497001, CG, India",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  18,,Nymphallidae;diversity;seasonal variation;Temperature;India;PLANT BIODIVERSITY;DIVERSITY;LEPIDOPTERA;ABUNDANCE,,
rayyan-395285398,Geographical homogenization but little net change in the local richness of Canadian butterflies,2022,2,,GLOBAL ECOLOGY AND BIOGEOGRAPHY,"[""1466-822X"", ""1466-8238     J9  - GLOBAL ECOL BIOGEOGR     JI  - Glob. Ecol. Biogeogr.""]",31,2,266-279,"Lewthwaite, JMM and Mooers, AO",,English,,"Simon Fraser Univ, Dept Biol Sci, 8888 Univ Blvd, Burnaby, BC V5A 1S6, Canada",,Times Cited in Web of Science Core Collection:  1     Total Times Cited:  1     Cited Reference Count:  95,10.1111/geb.13426,beta diversity;biodiversity;butterflies;Canada;homogenization;macroecology;range size;species richness;BIOTIC HOMOGENIZATION;HABITAT LOSS;BIODIVERSITY CHANGE;CLIMATE-CHANGE;RANGE SIZE;R PACKAGE;EXTINCTION;EXTRAPOLATION;RAREFACTION;CONSERVATION,,
rayyan-395285062,A mirage of cryptic species: Genomics uncover striking mitonuclear discordance in the butterfly Thymelicus sylvestris,2019,9,,MOLECULAR ECOLOGY,"[""0962-1083"", ""1365-294X     J9  - MOL ECOL     JI  - Mol. Ecol.""]",28,17,3857-3868,"Hinojosa, JC and Koubinova, D and Szenteczki, MA and Pitteloud, C and Dinca, V and Alvarez, N and Vila, R",,English,,"[""UPF, CSIC, Inst Biol Evolut, Barcelona, Spain"", ""Museum Nat Hist, Unit Res & Collect, Geneva, Switzerland"", ""Univ Neuchatel, Inst Biol, Lab Funct Ecol, Neuchatel, Switzerland"", ""ETHZ, Inst Terr Ecosyst, Dept Environm Syst Sci, Zurich, Switzerland"", ""Univ Oulu, Dept Ecol & Genet, Oulu, Finland""]",,Times Cited in Web of Science Core Collection:  44     Total Times Cited:  44     Cited Reference Count:  58,10.1111/mec.15153,despeciation;genomics;Lepidoptera;lineage fusion;mitochondrial DNA;RAD sequencing;MITOCHONDRIAL-DNA;LOCAL ADAPTATION;POPULATION;DIVERSITY;METAPOPULATION;LEPIDOPTERA;MIGRATION;INFERENCE;PROGRAM;POINTS;Genome;Genomics,,
rayyan-395285225,What Drives the Diversification of Eyespots in Morpho Butterflies? Disentangling Developmental and Selective Constraints From Neutral Evolution,2020,5,27,FRONTIERS IN ECOLOGY AND EVOLUTION,2296-701X     J9  - FRONT ECOL EVOL     JI  - Front. Ecol. Evol.,8,,,"Debat, V and Chazot, N and Jarosson, S and Blandin, P and Llaurens, V",,English,,"[""Sorbonne Univ, Ctr Natl Rech Sci, Inst Systemat Evolut & Biodiversite, MNHN,EPHE,Museum Natl Hist Nat, Paris, France"", ""Univ Gothenburg, Dept Biol & Environm Sci, Gothenburg, Sweden"", ""Univ Gothenburg, Gothenburg Global Biodivers Ctr, Gothenburg, Sweden""]",,Times Cited in Web of Science Core Collection:  2     Total Times Cited:  2     Cited Reference Count:  48,10.3389/fevo.2020.00112     WE  - Science Citation Index Expanded (SCI-EXPANDED),eyespot;morphometrics;Evo-Devo;evolution;selection;PHYLOGENETIC SIGNAL;BICYCLUS-ANYNANA;LEPIDOPTERA;INTEGRATION;SHAPE;POLYMORPHISM;CRYPTICITY;FABRICIUS;TRAITS;SERIES,,
rayyan-395285166,Monarch butterflies do not place all of their eggs in one basket: oviposition on nine Midwestern milkweed species,2018,1,,ECOSPHERE,2150-8925     J9  - ECOSPHERE     JI  - Ecosphere,9,1,,"Pocius, VM and Debinski, DM and Pleasants, JM and Bidne, KG and Hellmich, RL",,English,,"[""Iowa State Univ, Dept Ecol Evolut & Organismal Biol, Ames, IA 50011 USA"", ""Montana State Univ, Dept Ecol, Bozeman, MT 59717 USA"", ""Iowa State Univ, USDA, ARS, Corn Insects & Crop Genet Res Unit, Ames, IA 50011 USA"", ""Iowa State Univ, Dept Entomol, Ames, IA 50011 USA""]",,Times Cited in Web of Science Core Collection:  17     Total Times Cited:  17     Cited Reference Count:  57,10.1002/ecs2.2064     WE  - Science Citation Index Expanded (SCI-EXPANDED),Asclepias;conservation;Danaus plexippus;egg laying;habitat restoration;Iowa;milkweed preference;DANAUS-PLEXIPPUS;CARDIAC-GLYCOSIDES;LARVAL PERFORMANCE;ASCLEPIAS-SYRIACA;PLANT;SURVIVAL;CARDENOLIDES;LEPIDOPTERA;MEXICO;POPULATION;Butterflies;Ovum,,
rayyan-395285485,Challenges and bottlenecks for butterfly conservation in a highly anthropogenic region: Europe's worst case scenario revisited,2022,10,,BIOLOGICAL CONSERVATION,"[""0006-3207"", ""1873-2917     J9  - BIOL CONSERV     JI  - Biol. Conserv.""]",274,,,"Maes, D and Van Calster, H and Herremans, M and Van Dyck, H",,English,,"[""Res Inst Nat & Forest INBO, Herman Teirlinckgebouw, Havenlaan 88 box 73, B-1000 Brussels, Belgium"", ""Radboud Univ Nijmegen, Radboud Inst Biol & Environm Sci RIBES, POB 9010, NL--6500 Nijmegen, Netherlands"", ""Natuurpunt Studie, Coxiestr 11, B-2800 Mechelen, Belgium"", ""Univ catholique Louvain UCLouvain, Earth & Life Inst, Biodivers Res Ctr, Behav Ecol & Conservat Grp, B-1348 Louvain la Neuve, Belgium"", ""Res Inst Nat & Forest INBO, Species Divers Grp, Herman Teirlinckgebouw, Havenlaan 88 POB 73, B-1000 Brussels, Belgium""]",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  134,10.1016/j.biocon.2022.109732     WE  - Science Citation Index Expanded (SCI-EXPANDED),Conservation;Management;Red List;Species traits;Threatened species;Translocation;LIFE-HISTORY TRAITS;CLIMATE-CHANGE;NITROGEN DEPOSITION;ECOSYSTEM SERVICES;ECOLOGICAL TRAITS;GLOBAL ASSESSMENT;DISTRIBUTION MAPS;NORTHERN BELGIUM;PLANT-RESPONSES;HABITAT LOSS;Europe,,
rayyan-395285292,"Ecological Restoration of Abies religiosa Forests Using Nurse Plants and Assisted Migration in the Monarch Butterfly Biosphere Reserve, Mexico",2019,11,6,FRONTIERS IN ECOLOGY AND EVOLUTION,2296-701X     J9  - FRONT ECOL EVOL     JI  - Front. Ecol. Evol.,7,,,"Carbajal-Navarro, A and Navarro-Miranda, E and Blanco-Garcia, A and Cruzado-Vargas, AL and Gomez-Pineda, E and Zamora-Sanchez, C and Pineda-Garcia, F and O'Neill, G and Gomez-Romero, M and Lindig-Cisneros, R and Johnsen, KH and Lobit, P and Lopez-Toledo, L and Herrerias-Diego, Y and Saenz-Romero, C",,English,,"[""Univ Michoacana San Nicolas Hidalgo UMSNH, Fac Biol, Morelia, Michoacan, Mexico"", ""UMSNH, Inst Invest Agr & Forestales IIAF, Morelia, Michoacan, Mexico"", ""Univ Nacl Autonoma Mexico, Escuela Nacl Estudios Super ENES, Morelia, Michoacan, Mexico"", ""British Columbia Minist Forests Lands & Nat Resou, Vernon, BC, Canada"", ""UMSNH, Fac Biol, Catedras CONACyT, Morelia, Michoacan, Mexico"", ""UNAM, Inst Invest Ecosistemas & Sustentabilidad, Morelia, Michoacan, Mexico"", ""US Forest Serv, USDA, Southern Res Stn, Asheville, NC USA"", ""UMSNH, Inst Invest Recursos Nat INIRENA, Morelia, Michoacan, Mexico""]",,Times Cited in Web of Science Core Collection:  12     Total Times Cited:  12     Cited Reference Count:  62,10.3389/fevo.2019.00421     WE  - Science Citation Index Expanded (SCI-EXPANDED),Abies religiosa;assisted migration;climatic change;nurse plants;reforestation;Monarch butterfly;overwintering sites;ecological restoration;Mexico,,
rayyan-395285344,"Dendrochronological reconstruction of fire history in coniferous forests in the Monarch Butterfly Biosphere Reserve, Mexico",2019,6,6,FIRE ECOLOGY,1933-9747     J9  - FIRE ECOL     JI  - Fire Ecol.,15,,,"Saenz-Ceja, JE and Perez-Salicrup, DR",,English,,"[""Univ Nacl Autonoma Mexico, Posgrad Ciencias Biol, Circuito Posgrad, Coyoacan 04510, Ciudad De Mexic, Mexico"", ""Univ Nacl Autonoma Mexico, Inst Invest Ecosistemas & Sustentabilidad, 8701 Antigua Carretera Patzcuaro, Morelia 58190, Michoacan, Mexico""]",,Times Cited in Web of Science Core Collection:  5     Total Times Cited:  5     Cited Reference Count:  95,10.1186/s42408-019-0034-z     WE  - Science Citation Index Expanded (SCI-EXPANDED),fire regime;montane tropical coniferous forest;tree establishment;BOREAL FOREST;GRAND-CANYON;PINE;REGIME;CONSERVATION;CLIMATE;ABIES;RECRUITMENT;DISTURBANCE;WILDFIRES;Mexico;Trees,,
rayyan-395285510,Patterns of species richness and endemism of butterflies and day-flying moths in the monsoon tropics of northern Australia,2020,1,,BIOLOGICAL CONSERVATION,"[""0006-3207"", ""1873-2917     J9  - BIOL CONSERV     JI  - Biol. Conserv.""]",241,,,"Braby, MF and Williams, MR and Coppen, RAM and Williams, AAE and Franklin, DC",,English,,"[""Australian Natl Univ, Res Sch Biol, Div Ecol & Evolut, Acton, ACT 2601, Australia"", ""Australian Natl Insect Collect, GPO Box 1700, Canberra, ACT 2601, Australia"", ""Dept Biodivers Conservat & Attract, Biodivers & Conservat Sci, Locked Bag 104, Bentley, WA, Australia"", ""Charles Darwin Univ, Res Inst Environm & Livelihoods, Darwin, NT 0909, Australia"", ""Ecol Commun, 24 Broadway, Herberton, Qld 4887, Australia""]",,Times Cited in Web of Science Core Collection:  1     Total Times Cited:  1     Cited Reference Count:  115,10.1016/j.biocon.2019.108357     WE  - Science Citation Index Expanded (SCI-EXPANDED),Areas of endemism;Biodiversity conservation;Biodiversity hotspots;Centers of endemism;National Reserve System;Weighted endemism;MOLLUSCA PULMONATA CAMAENIDAE;WESTERN-AUSTRALIA;LEPIDOPTERA LYCAENIDAE;CONSERVATION PRIORITIES;BIODIVERSITY HOTSPOTS;MOLECULAR PHYLOGENY;TAXONOMIC REVISION;LAND SNAILS;TOP END;TERRITORY;Australia,,
rayyan-395285412,Spring's First Butterfly,2020,3,,NATURAL HISTORY,0028-0712     J9  - NAT HIST     JI  - Nat. Hist.,128,3,48-48     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Young, AM",,English,,"Milwaukee Publ Museum, Zool, Milwaukee, WI 53233 USA     PU  - NATURAL HISTORY MAGAZINE     PI  - NEW YORK     PA  - 36 WEST 25TH STREET, FIFTH FLOOR, NEW YORK, NY 10010 USA",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  0,,,,
rayyan-395285203,"Plant, Avian, and Butterfly Response to a Native-Grassland Restoration in Southern Texas",2022,3,,ECOLOGICAL RESTORATION,"[""1543-4060"", ""1543-4079     J9  - ECOL RESTOR     JI  - Ecol. Restor.""]",40,1,44-52,"Gowdy, G and Hernandez, F and Fulbright, T and Grahmann, E and Wester, D and Vreugdenhil, E and Henehan, A and Smith, F and Hehman, M",,English,,"[""USDA, Nat Resource Conservat Serv, 10330 Hill Country Land, Corpus Christi, TX 78410 USA"", ""Texas A&M Univ Kingsville, Caesar Kleberg Wildlife Res Inst, Kingsville, TX USA"", ""El Coyote Ranch, Riviera, TX USA"", ""Canvas Nat Resource Solut, Longview, TX USA"", ""Texas Parks & Wildlife Dept, Weslaco, TX USA"", ""Texas Nat Seeds, Kingsville, TX USA"", ""Hixon Ranch, Cotulla, TX USA""]",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  38,10.3368/er.40.1.44     WE  - Science Citation Index Expanded (SCI-EXPANDED),biodiversity;buffelgrass;butterfly diversity;grassland bird diversity;non-native grasses;GRASSES;Texas,,
rayyan-395285461,Ammonia as a puddling site-marshaling substance for Japanese Papilio butterflies,2019,8,,CHEMOECOLOGY,"[""0937-7409"", ""1423-0445     J9  - CHEMOECOLOGY     JI  - Chemoecology""]",29,4,143-154,"Inoue, TA and Yukuhiro, F and Hata, T and Yamagami, S and Yokohari, F",,English,,"[""Natl Agr & Food Res Org, Owashi 1-2, Tsukuba, Ibaraki 3058634, Japan"", ""Fukuoka Univ, Dept Earth Syst Sci, Nanakuma 8-19-1, Fukuoka, Fukuoka 8140180, Japan""]",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  23,10.1007/s00049-019-00284-2     WE  - Science Citation Index Expanded (SCI-EXPANDED),Ammonia;Chemoreception;Olfactory sensillum;Papilio butterflies;Water vapor;SWALLOWTAIL BUTTERFLIES;BEHAVIOR;HYGRORECEPTORS;LEPIDOPTERA,,
rayyan-395285547,Shade trees and agrochemical use affect butterfly assemblages in coffee home gardens,2021,10,1,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,"[""0167-8809"", ""1873-2305     J9  - AGR ECOSYST ENVIRON     JI  - Agric. Ecosyst. Environ.""]",319,,,"Campera, M and Balestri, M and Manson, S and Hedger, K and Ahmad, N and Adinda, E and Nijman, V and Budiadi, B and Imron, MA and Nekaris, KAI",,English,,"[""Oxford Brookes Univ, Sch Social Sci, Nocturnal Primate Res Grp, Gipsy Lane, Oxford OX3 0BP, England"", ""Little Fireface Project, Cipaganti, West Java, Indonesia"", ""Gadjah Mada Univ, Dept Silviculture, Yogyakarta, Indonesia"", ""Gadjah Mada Univ, Dept Forest Resources Conservat, Yogyakarta, Indonesia""]",,Times Cited in Web of Science Core Collection:  7     Total Times Cited:  7     Cited Reference Count:  76,10.1016/j.agee.2021.107547,Agroforest;Indonesia;Pollination;Lepidoptera;Biodiversity;Organic;BERRY BORER;AGROFORESTRY SYSTEMS;DISAPPEARING REFUGE;ECOSYSTEM SERVICES;SPECIES RICHNESS;CLIMATE-CHANGE;BIODIVERSITY;CONSERVATION;SUN;FOREST;Coffee;Trees,,
rayyan-395285303,Design Implications for Surveys to Monitor Monarch Butterfly Population Trends,2019,5,31,FRONTIERS IN ECOLOGY AND EVOLUTION,2296-701X     J9  - FRONT ECOL EVOL     JI  - Front. Ecol. Evol.,7,,,"Kinkead, KE and Harms, TM and Dinsmore, SJ and Frese, PW and Murphy, KT",,English,,"[""Iowa Dept Nat Resources, Boone, IA 50036 USA"", ""Iowa State Univ, Dept Nat Resource Ecol & Management, Ames, IA USA"", ""Iowa State Univ, Ctr Survey Stat & Methodol, Ames, IA USA""]",,Times Cited in Web of Science Core Collection:  4     Total Times Cited:  4     Cited Reference Count:  59,10.3389/fevo.2019.00195     WE  - Science Citation Index Expanded (SCI-EXPANDED),density;Iowa;monarch;transect;survey;butterfly;DANAUS-PLEXIPPUS;SITE OCCUPANCY;DYNAMICS;DISPERSAL;COLONIES;DECLINES;MEXICO;CYCLE;4TH,,
rayyan-395284886,"Speciation with gene flow: Evidence from a complex of alpine butterflies (Coenonympha, Satyridae)",2019,6,,ECOLOGY AND EVOLUTION,2045-7758     J9  - ECOL EVOL     JI  - Ecol. Evol.,9,11,6444-6457,"Capblancq, T and Mavarez, J and Rioux, D and Despres, L",,English,,"Univ Grenoble Alpes, CNRS, Lab Ecol Alpine, UMR5553, Grenoble, France",,Times Cited in Web of Science Core Collection:  11     Total Times Cited:  11     Cited Reference Count:  60,10.1002/ece3.5220     WE  - Science Citation Index Expanded (SCI-EXPANDED),Coenonympha;evolutionary history;gene flow;HINDEX;speciation;HOMOPLOID HYBRID SPECIATION;GENOMIC LANDSCAPE;HYBRIDIZATION;DIVERGENCE;LIKELIHOOD;INFERENCE;BARRIERS;REVERSAL;PACKAGE;ORIGIN,,
rayyan-395285237,"Attraction of Trichogramma Wasps to Butterfly Oviposition-Induced Plant Volatiles Depends on Brassica Species, Wasp Strain and Leaf Necrosis",2021,6,30,FRONTIERS IN ECOLOGY AND EVOLUTION,2296-701X     J9  - FRONT ECOL EVOL     JI  - Front. Ecol. Evol.,9,,,"Afentoulis, DG and Cusumano, A and Greenberg, LO and Caarls, L and Fatouros, NE",,English,,"[""Wageningen Univ & Res, Biosystemat Grp, Wageningen, Netherlands"", ""Wageningen Univ & Res, Lab Entomol, Wageningen, Netherlands"", ""Univ Palermo, Dept Agr Food & Forest Sci, Palermo, Italy"", ""Wageningen Univ & Res, Plant Breeding, Wageningen, Netherlands""]",,Times Cited in Web of Science Core Collection:  2     Total Times Cited:  2     Cited Reference Count:  35,10.3389/fevo.2021.703134     WE  - Science Citation Index Expanded (SCI-EXPANDED),tritrophic interactions;host location;hypersensitive response;indirect defense;egg parasitoids;Pieris;MEDIATED FORAGING BEHAVIOR;GENETIC-VARIATION;EGG DEPOSITION;PARASITOIDS;PROSPECTS;RESPONSES;Volatilization,,
rayyan-395284953,"Why has transparency evolved in aposematic butterflies? Insights from the largest radiation of aposematic butterflies, the Ithomiini",2019,4,17,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"[""0962-8452"", ""1471-2954     J9  - P ROY SOC B-BIOL SCI     JI  - Proc. R. Soc. B-Biol. Sci.""]",286,1901,,"McClure, M and Clerc, C and Desbois, C and Meichanetzoglou, A and Cau, M and Bastin-Heline, L and Bacigalupo, J and Houssin, C and Pinna, C and Nay, B and Llaurens, V and Berthier, S and Andraud, C and Gomez, D and Elias, M",,English,,"[""Univ Antilles, Sorbonne Univ, EPHE, Inst Systemat Evolut Biodiversite ISYEB,CNRS,MNHN, CP50, F-75005 Paris, France"", ""Sorbonne Univ, MNHN, CNRS, Unite Mol Commun & Adaptat Microorganismes, F-75005 Paris, France"", ""Ecole Polytech, Inst Polytech Paris, Lab Synth Organ, F-91128 Palaiseau, France"", ""Sorbonne Univ, Univ Paris Diderot, Inst Ecol & Environm Sci Paris, INRA,CNRS,IRD,UPEC, Paris, France"", ""Sorbonne Univ, Univ Paris Diderot, Inst Ecol & Environm Sci Paris, INRA,CNRS,IRD,UPEC, Versailles, France"", ""Sorbonne Univ, Inst NanoSci Paris, UMR 7588, CNRS, F-75252 Paris, France"", ""MNHN, CRCC, F-75005 Paris, France"", ""Univ Paul Valery Montpellier 3, Univ Montpellier, IRD, CEFE,CNRS,EPHE, Montpellier, France""]",,Times Cited in Web of Science Core Collection:  16     Total Times Cited:  17     Cited Reference Count:  60,10.1098/rspb.2018.2769     WE  - Science Citation Index Expanded (SCI-EXPANDED),crypsis;conspicuousness;detectability;honest signal;Mullerian mimicry;unpalatability;PYRROLIZIDINE ALKALOIDS;WARNING SIGNALS;HONEST SIGNALS;PREY;CONSPICUOUSNESS;COLOR;EVOLUTION;TOXICITY;PATTERN;LEPIDOPTERA,,
rayyan-395285411,Balancing ecological costs and benefits of fire for population viability of disturbance-dependent butterflies,2018,3,,JOURNAL OF APPLIED ECOLOGY,"[""0021-8901"", ""1365-2664     J9  - J APPL ECOL     JI  - J. Appl. Ecol.""]",55,2,800-809,"Warchola, N and Crone, EE and Schultz, CB",,English,,"[""Tufts Univ, Medford, MA 02155 USA"", ""Washington State Univ, Vancouver, WA 98686 USA""]",,Times Cited in Web of Science Core Collection:  11     Total Times Cited:  11     Cited Reference Count:  57,10.1111/1365-2664.12983     WE  - Science Citation Index Expanded (SCI-EXPANDED),butterflies;demographic models;dispersal behaviour;disturbance;Fender's blue;fire;mega-matrix;population viability analysis;source-sink dynamics;succession;TABLE RESPONSE EXPERIMENTS;DISPERSAL BEHAVIOR;HABITAT;DYNAMICS;CONSERVATION;DEMOGRAPHY;PRAIRIE;SELECTION;SURVIVAL;MODELS;Cost-Benefit Analysis,,
rayyan-395285040,Geographical disjunction and environmental conditions drive intraspecific differentiation in the chalk-hill blue butterfly,2021,5,,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,"[""0024-4066"", ""1095-8312     J9  - BIOL J LINN SOC     JI  - Biol. J. Linnean Soc.""]",133,1,202-215,"Stefanik, M and Habel, JC and Schmitt, T and Eberle, J",,English,,"[""Univ Salzburg, Dept Biosci, Evolutionary Zool, A-5020 Salzburg, Austria"", ""Comenius Univ, Fac Nat Sci, Dept Environm Ecol, Bratislava, Slovakia"", ""Senckenberg German Entomol Inst, D-15374 Muncheberg, Germany"", ""Martin Luther Univ Halle Wittenberg, Fac Nat Sci 1, Inst Biol, Dept Zool, D-06099 Halle, Saale, Germany""]",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  90,10.1093/biolinnean/blab022,butterfly wing;environmental conditions;geometric morphometrics;glacial refugia;hybrid zone;intraspecific differentiation;pigmentation;wing shape;POLYOMMATUS-CORIDON LEPIDOPTERA;GEOMETRIC MORPHOMETRICS;HABITAT FRAGMENTATION;DISTRIBUTION PATTERNS;GENETIC CONSEQUENCES;FLIGHT MORPHOLOGY;WING SHAPE;LYCAENIDAE;EVOLUTION;DIVERSIFICATION;Calcium Carbonate,,
rayyan-395285475,Genomics confirms surprising ecological divergence and isolation in an endangered butterfly,2020,5,,BIODIVERSITY AND CONSERVATION,"[""0960-3115"", ""1572-9710     J9  - BIODIVERS CONSERV     JI  - Biodivers. Conserv.""]",29,6,1897-1921,"Dupuis, JR and Geib, SM and Osborne, KH and Rubinoff, D",,English,,"[""Univ Kentucky, Dept Entomol, Lexington, KY 40546 USA"", ""Univ Hawaii Manoa, Dept Plant & Environm Protect Sci, 3050 Maile Way,310 Gilmore Hall, Honolulu, HI 96822 USA"", ""USDA ARS, Daniel K Inouye US Pacific Basin Agr Res Ctr, Hilo, HI 96720 USA"", ""Osborne Biol Consulting, 6675 Ave Juan Diaz, Riverside, CA 92509 USA""]",,Times Cited in Web of Science Core Collection:  7     Total Times Cited:  7     Cited Reference Count:  105,10.1007/s10531-020-01950-6,Conservation genetics;Lycaenidae;Euphilotes battoides allyni;Host specialization;Phylogeography;California floristic province;MITOCHONDRIAL-DNA;POPULATION-STRUCTURE;SOUTHERN CALIFORNIA;COMPARATIVE PHYLOGEOGRAPHY;SEQUENCE DATA;CONSERVATION;EVOLUTION;HYBRIDIZATION;LYCAENIDAE;DIVERSITY;Genome;Genomics,,
rayyan-395285505,Negative effects of nitrogen deposition on Swiss butterflies,2021,12,,CONSERVATION BIOLOGY,"[""0888-8892"", ""1523-1739     J9  - CONSERV BIOL     JI  - Conserv. Biol.""]",35,6,1766-1776,"Roth, T and Kohli, L and Rihm, B and Meier, R and Amrhein, V",,English,,"[""Univ Basel, Dept Environm Sci, Zool, Vesalgasse 1, CH-4051 Basel, Switzerland"", ""Hintermann Weber AG, Reinach, Switzerland"", ""Meteotest, Bern, Switzerland"", ""Fed Off Environm FOEN, Air Pollut Control & Chem Div, Bern, Switzerland""]",,Times Cited in Web of Science Core Collection:  3     Total Times Cited:  3     Cited Reference Count:  36,10.1111/cobi.13744,deposition model;elevational gradient;Lepidoptera;microclimate;microclimatic cooling;plant insect interactions;trophic interactions;vegetation;enfriamiento microclimatico;gradiente de elevacion;interacciones planta-insecto;interacciones troficas;microclima;modelo de deposito;vegetacion;PLANT BIODIVERSITY;SPECIES RICHNESS;COMMUNITIES;TERRESTRIAL;DIVERSITY;IMPACTS;MODELS;Nitrogen,,
rayyan-395285483,Just beautiful?! What determines butterfly species for nature conservation,2021,7,,BIODIVERSITY AND CONSERVATION,"[""0960-3115"", ""1572-9710     J9  - BIODIVERS CONSERV     JI  - Biodivers. Conserv.""]",30,8,2481-2493,"Habel, JC and Gossner, MM and Schmitt, T",,English,,"[""Univ Salzburg, Dept Biosci, Evolutionary Zool, Hellbrunner Str 34, A-5020 Salzburg, Austria"", ""Swiss Fed Res Inst WSL, Forest Entomol, CH-8903 Birmensdorf, Switzerland"", ""Swiss Fed Inst Technol, Dept Environm Syst Sci, Inst Terr Ecosyst, Univ Str 16, CH-8092 Zurich, Switzerland"", ""Senckenberg Deutsch Entomol Inst, D-15374 Muncheberg, Germany"", ""Martin Luther Univ Halle Wittenberg, Fac Nat Sci 1, Inst Biol, Dept Zool, D-06099 Halle, Saale, Germany"", ""Univ Potsdam, Fac Sci, Inst Biochem & Biol, Entomol & Biogeog, D-14476 Potsdam, Germany""]",,Times Cited in Web of Science Core Collection:  2     Total Times Cited:  2     Cited Reference Count:  74,10.1007/s10531-021-02204-9,Butterflies;Biodiversity conservation;Prioritizing;Charismatic species;Endangered species;Specialist species;EU Habitat Directive;GENERAL COEFFICIENT;CLIMATE-CHANGE;BIODIVERSITY;DIVERSITY;FLAGSHIPS;VULNERABILITY;SIMILARITY;PREFERENCE;UMBRELLAS,,
rayyan-395285148,"Evolution of gustatory receptor gene family provides insights into adaptation to diverse host plants in nymphalid butterflies (vol 10, pg 1351, 2018)",2018,9,,GENOME BIOLOGY AND EVOLUTION,1759-6653     J9  - GENOME BIOL EVOL     JI  - Genome Biol. Evol.,10,9,2240-2240,"Suzuki, HC and Ozaki, K and Makino, T and Uchiyama, H and Yajima, S and Kawata, M",,"English     PU  - OXFORD UNIV PRESS     PI  - OXFORD     PA  - GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",,,,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  1     Cited Reference Count:  1,10.1093/gbe/evy181     WE  - Science Citation Index Expanded (SCI-EXPANDED),,,
